YouTube,Series,Date,Unique event name,Guests,Title or name of stream
https://youtu.be/AKeKLERgmQA,"Parr, Pezzulo, Friston 2022 Textbook",6/16/2022,"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 3",,"Cohort 1 Textbook Group (full playlist for Cohort 1) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)"
https://youtu.be/JPsdk7pVa1I,Livestream,6/15/2022,Livestream #046.1,Alex Kiefer,Active inference models do not contradict folk psychology
https://youtu.be/skcKoCcAQJI,Livestream,6/14/2022,Livestream #046.0,Ryan Smith,Active inference models do not contradict folk psychology
https://youtu.be/igY9iyowesc,GuestStream,6/13/2022,GuestStream #023.1,"Maxwell J D Ramstead,Dalton Sakthivadivel",Rebooting the Free Energy Principle Literature
https://youtu.be/c0_Vf5_qiWk,GuestStream,6/11/2022,GuestStream #016.2,Mark Solms,Consciousness as Precision Optimization: Some Physiological and Philosophical Considerations
https://youtu.be/MXbknE8EZp0,"Parr, Pezzulo, Friston 2022 Textbook",6/9/2022,"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 3",,"Cohort 1 Textbook Group (full playlist for Cohort 1) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)"
https://youtu.be/S5-jXzhiG18,Livestream,6/8/2022,Livestream #045.2,"Karl J Friston,Thomas Parr",The free energy principle made simpler but not too simple
https://youtu.be/JJaQ0F81Ucs,"Parr, Pezzulo, Friston 2022 Textbook",6/2/2022,"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 2",,"Cohort 1 Textbook Group (full playlist for Cohort 1) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)"
https://youtu.be/V0l9fOJgbtc,Livestream,6/1/2022,Livestream #045.1,"Karl J Friston,Thomas Parr",The free energy principle made simpler but not too simple
https://youtu.be/9MQQKaKEXs0,Livestream,5/27/2022,Livestream #045.0,,The free energy principle made simpler but not too simple
https://www.youtube.com/watch?v=Z7Z29pu6NnY&list=PLNm0u2n1Iwdq74rPEYLx4VwYCI_QiXbEd,"Parr, Pezzulo, Friston 2022 Textbook",5/26/2022,"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 2",,"Cohort 1 Textbook Group (full playlist for Cohort 1) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)"
https://www.youtube.com/watch?v=epoHxFdzFkw,Livestream,5/25/2022,Livestream #044.2,"Jorge E Esteves,Zoe McParlin",Therapeutic Alliance as Active Inference: The Role of Therapeutic Touch and Synchrony
https://youtu.be/8OT2EC-l0N4,"Parr, Pezzulo, Friston 2022 Textbook",5/19/2022,"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Appendix",,"Cohort 1 Textbook Group (full playlist for Cohort 1) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)"
https://youtu.be/y1vtKYzVUaY,Livestream,5/18/2022,Livestream #044.1,"Francesco Cerritelli,Jorge E Esteves,Zoe McParlin",Therapeutic Alliance as Active Inference: The Role of Therapeutic Touch and Synchrony
https://youtu.be/yNubOHOJeIQ,Livestream,5/13/2022,Livestream #044.0,,Therapeutic Alliance as Active Inference: The Role of Therapeutic Touch and Synchrony
https://youtu.be/pJy1M1RnirA,"Parr, Pezzulo, Friston 2022 Textbook",5/12/2022,"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 1",,"Cohort 1 Textbook Group (full playlist for Cohort 1) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)"
https://youtu.be/X0Q6JLDYWJo,Livestream,5/11/2022,Livestream #043.2,,Predictive Coding: a Theoretical and Experimental Review
https://www.youtube.com/watch?v=ogV63M3uTlQ&list=PLNm0u2n1Iwdq74rPEYLx4VwYCI_QiXbEd,"Parr, Pezzulo, Friston 2022 Textbook",5/5/2022,"Parr, Pezzulo, Friston 2022 Textbook Cohort 1 Onboarding",,"Cohort 1 Textbook Group (full playlist for Cohort 1) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)"
https://youtu.be/O4u8PRzk1vY,Livestream,5/4/2022,Livestream #043.1,,Predictive Coding: a Theoretical and Experimental Review
https://youtu.be/cLe-rBtRXiQ,Livestream,5/2/2022,Livestream #043.0,,Predictive Coding: a Theoretical and Experimental Review
https://youtu.be/IXJn-BMsKVw,Livestream,4/27/2022,Livestream #042.2,Tim Verbelen,Robot navigation as hierarchical active inference
https://youtu.be/4VApGjFESlE,GuestStream,4/26/2022,GuestStream #022.1,Anna Lembke,Dopamine Nation
https://youtu.be/_MH7E58zKxY,GuestStream,4/25/2022,GuestStream #021.1,Adam Safron,A proposal for deflating deflationary accounts of free will; consciousness and the readiness to act
https://youtu.be/SwUzTlGNI2A,GuestStream,4/21/2022,GuestStream #020.1,Shannon Proksch,Coordination dynamics of multi‑agent interaction in a musical ensemble
https://youtu.be/UUQIVqcI-yw,Livestream,4/20/2022,Livestream #042.1,"Tim Verbelen,Adam Safron",Robot navigation as hierarchical active inference
https://youtu.be/Dl6v-3COgCo,Livestream,4/18/2022,Livestream #042.0,,Robot navigation as hierarchical active inference
https://youtu.be/RB2axUYnE8I,Livestream,4/13/2022,Livestream #041.2,,Extended active inference: Constructing predictive cognition beyond skulls
https://youtu.be/H6rjjPZE5hs,Livestream,4/6/2022,Livestream #041.1,,Extended active inference: Constructing predictive cognition beyond skulls
https://youtu.be/VsOqIxNYpPQ,Livestream,4/5/2022,Livestream #041.0,,Extended active inference: Constructing predictive cognition beyond skulls
https://youtu.be/ozuzf6Pvlyg,Roundtable,3/30/2022,Roundtable 2022.1,,2022 Quarterly Roundtable #1
https://youtu.be/e_JGrt4jbhE,GuestStream,3/25/2022,GuestStream #019.1,Marco Faccin,Extended Predictive Minds: do Markov Blankets Matter?
https://youtu.be/Cgo-0UU848M,Livestream,3/24/2022,Livestream #040.2,"Karl J Friston,Chris Fields,Michael Levin",A free energy principle for generic quantum systems
https://youtu.be/NkJKl_yF274,Livestream,3/17/2022,Livestream #040.1,"James F Glazebrook,Karl J Friston,Chris Fields,Michael Levin",A free energy principle for generic quantum systems
https://youtu.be/9zq1JUnN_eg,GuestStream,3/14/2022,GuestStream #018.1,"Ian Robertson,Michael Kirchhoff,Julian Kiverstein","The Literalist Fallacy & the Free Energy Principle: Model-building, Scientific Realism and Instrumentalism"
https://youtu.be/-qZYxSbJ38E,Livestream,3/10/2022,Livestream #040.0,,A free energy principle for generic quantum systems
https://youtu.be/KbyPFR7xUDo,Livestream,3/9/2022,Livestream #039.2,Franz Kuchling,Morphogenesis as Bayesian inference: A variational approach to pattern formation and control in complex biological systems
https://youtu.be/aEYQCmFl1Bw,GuestStream,3/9/2022,GuestStream #017.1,Mahault Albarracin,Epistemic Communities under Active Inference
https://youtu.be/R4C_DgP_khY,Livestream,3/2/2022,Livestream #039.1,,Morphogenesis as Bayesian inference: A variational approach to pattern formation and control in complex biological systems
https://youtu.be/yC-hgjv3ANk,Livestream,2/25/2022,Livestream #039.0,,Morphogenesis as Bayesian inference: A variational approach to pattern formation and control in complex biological systems
https://youtu.be/0OQx04x8-zA,Livestream,2/23/2022,Livestream #038.2,,The evolution of brain architectures for predictive coding and active inference
https://youtu.be/azwqMjgfY8Y,Livestream,2/16/2022,Livestream #038.1,,The evolution of brain architectures for predictive coding and active inference
https://youtu.be/cOo4juE_zcI,Livestream,2/16/2022,Livestream #038.0,,The evolution of brain architectures for predictive coding and active inference
https://youtu.be/6WP7mY13lzc,Livestream,2/9/2022,Livestream #037.2,,Free Energy: A User's Guide
https://youtu.be/GHcpJ_bMuu4,Livestream,2/2/2022,Livestream #037.1,Stephen Mann,Free Energy: A User's Guide
https://youtu.be/chpbMBgDR84,Livestream,2/2/2022,Livestream #037.0,,Free Energy: A User's Guide
https://youtu.be/GR07coJNPUE,ModelStream,1/28/2022,ModelStream #005.1,"Pietro Mazzaglia,Tim Verbelen",Contrastive Active Inference
https://youtu.be/Lo95GakwV5w,Livestream,1/26/2022,Livestream #036.2,,Modelling ourselves: what the free energy principle reveals about our implicit notions of representation
https://youtu.be/NHfGuwoCXI8,GuestStream,1/22/2022,GuestStream #016.1,Mark Solms,Consciousness as Precision Optimization: Some Physiological and Philosophical Considerations
https://youtu.be/eUBT37LMlLo,OrgStream,1/21/2022,OrgStream #002.1,Eugene Leventhal,Eugene Leventhal
https://www.youtube.com/watch?v=YKn2njZ_ICg,Livestream,1/19/2022,Livestream #036.1,,Modelling ourselves: what the free energy principle reveals about our implicit notions of representation
https://youtu.be/_JCaic5Cxms,GuestStream,1/18/2022,GuestStream #015.1,Bobby Azarian,Universal Bayesianism: A New Kind of Theory of Everything
https://youtu.be/cOo4juE_zcI,Livestream,1/13/2022,Livestream #036.0,,Modelling ourselves: what the free energy principle reveals about our implicit notions of representation
https://youtu.be/sQWSkDQvnqk,Livestream,1/12/2022,Livestream #035.2,Majid D Beni,"A tale of two architectures free energy, its models, and modularity"
https://youtu.be/mjL3cGYEMNg,GuestStream,1/10/2022,GuestStream #014.1,Jorge E Esteves,"Osteopathy and Mental Health: An Embodied, Predictive, and Interoceptive Framework"
https://youtu.be/RoMCBXy-7E0,Livestream,1/5/2022,Livestream #035.1,,"A tale of two architectures free energy, its models, and modularity"
https://www.youtube.com/watch?v=e-Ck8sxCME0,Livestream,1/4/2022,Livestream #035.0,,"A tale of two architectures free energy, its models, and modularity"
https://youtu.be/4hTT6fUTMM8,Livestream,12/23/2021,Livestream 2021 Review,,End of 2021 Review
https://youtu.be/-Y4OVfbxlMM,Livestream,12/16/2021,Livestream #032.3,Conor Heins,Stochastic Chaos and Markov Blankets
https://youtu.be/vkZ_vnN0--Y,Livestream,12/14/2021,Livestream #034.2,,"The free energy principle: it’s not about what it takes, it’s about what took you there"
https://youtu.be/3SjbReGPZME,Twitter Spaces,12/9/2021,Twitter Spaces #001.1,Krzysztof Woś,What is Buddha Mind? How does Active Inference relate?
https://youtu.be/JtXvkawQ1rY,Livestream,12/7/2021,Livestream #034.1,,"The free energy principle: it’s not about what it takes, it’s about what took you there"
https://youtu.be/Ga8EZMGO460,Livestream,12/3/2021,Livestream #034.0,,"The free energy principle: it’s not about what it takes, it’s about what took you there"
https://youtu.be/S5nXqPysU3I,Livestream,11/30/2021,Livestream #033.2,,Thinking like a State - Embodied intelligence in the deep history of our collective minds
https://youtu.be/LQuXltGQ8Xk,Livestream,11/23/2021,Livestream #033.1,Avel Guénin-Carlut,Thinking like a State - Embodied intelligence in the deep history of our collective minds
https://youtu.be/Hvr-RgWZ7p4,GuestStream,11/19/2021,GuestStream #010.1,Philip Gerrans,The Cotard Delusion: Case Study of the Cognitive Architecture of Self Representation. A Pilot without a vessel
https://youtu.be/iIfDvVRgsjQ,Livestream,11/18/2021,Livestream #033.0,,Thinking like a State - Embodied intelligence in the deep history of our collective minds
https://youtu.be/ElKVfCJrIHM,Livestream,11/16/2021,Livestream #032.2,,Stochastic Chaos and Markov Blankets
https://youtu.be/wqoeyrW2Yqg,Livestream,11/9/2021,Livestream #032.1,,Stochastic Chaos and Markov Blankets
https://youtu.be/eVbWeWEX9dA,GuestStream,11/8/2021 12:00 PM,GuestStream #013.1,Adam Safron,ALtered Beliefs Under pSychedelics (ALBUS): A unified predictive processing framework for states of consciousness and their alterations
https://youtu.be/7_JLMK3agpA,Livestream,11/7/2021,Livestream #032.0,,Stochastic Chaos and Markov Blankets
https://youtu.be/j4dt5a1f30g,Roundtable,11/2/2021,Roundtable 2021.4,,2021 Quarterly Roundtable #4
https://youtu.be/bUr87RcOQUQ,OrgStream,10/28/2021,OrgStream #001.1,Richard Bartlett,Richard D. Bartlett
https://www.youtube.com/watch?v=GYJ0UC6ykxk&t=1906s,Livestream,10/26/2021,Livestream #031.2,,Non-equilibrium thermodynamics and the free energy principle in biology
https://youtu.be/zVvTAnRwigQ,GuestStream,10/25/2021,GuestStream #012.1,Martin V Butz,"Event-Predictive Active Inference: Developing Conceptual, Compositional Cognition from Sensorimotor Experiences"
https://youtu.be/Zvwt-98kcFM,GuestStream,10/22/2021 10:00 AM,GuestStream #011.1,Gregg Henriques,The Ontology of Mental Behavior: Toward a Coherent Solution to the Problem of Psychology
https://youtu.be/4XR8mIw9gcc,Livestream,10/19/2021 7:00 AM,Livestream #031.1,,Non-equilibrium thermodynamics and the free energy principle in biology
https://youtu.be/imPNfqsHbjI,Livestream,10/14/2021 10:30 AM,Livestream #031.0,,Non-equilibrium thermodynamics and the free energy principle in biology
https://youtu.be/VXLNOfkH5Rg,Livestream,10/12/2021 7:00 AM,Livestream #030.2,,"How to count biological minds: symbiosis, the free energy principle, and reciprocal multiscale integration"
https://youtu.be/5H164LqEwiA,Livestream,10/5/2021 7:00 AM,Livestream #030.1,Matt Sims,"How to count biological minds: symbiosis, the free energy principle, and reciprocal multiscale integration"
https://youtu.be/N3WUpVH8-D8,Livestream,10/1/2021,Livestream #030.0,,"How to count biological minds: symbiosis, the free energy principle, and reciprocal multiscale integration"
https://youtu.be/Z4S5JVoeGBw,Livestream,9/28/2021,Livestream #029.2,,Active Inferants: An Active Inference Framework for Ant Colony Behavior
https://www.youtube.com/watch?v=Z0fpX5Lpp0Y,Livestream,9/21/2021,Livestream #029.1,Maxwell Ramstead,Active Inferants: An Active Inference Framework for Ant Colony Behavior
https://youtu.be/SNbfAkOokAI,Livestream,9/17/2021,Livestream #029.0,,Active Inferants: An Active Inference Framework for Ant Colony Behavior
https://youtu.be/sEyNwzUuiII,Livestream,9/14/2021,Livestream #028.2,,Towards a computational phenomenology of mental action: modelling meta-awareness and attentional control with deep parametric active inference
https://youtu.be/eX5jt3HP27c,Livestream,9/7/2021,Livestream #028.1,Lars Sandved-Smith,Towards a computational phenomenology of mental action: modelling meta-awareness and attentional control with deep parametric active inference
https://youtu.be/sjdjRJMRVfw,Livestream,9/6/2021,Livestream #028.0,,Towards a computational phenomenology of mental action: modelling meta-awareness and attentional control with deep parametric active inference
https://youtu.be/MWWV3U-Llk4,Livestream,8/31/2021,Livestream #027.2,Stephen Fox,Active Inference: Applicability to Different Types of Social Organization Explained through Reference to Industrial Engineering and Quality Management
https://youtu.be/Oq2oM55OKzE,Livestream,8/24/2021,Livestream #027.1,Stephen Fox,Active Inference: Applicability to Different Types of Social Organization Explained through Reference to Industrial Engineering and Quality Management
https://youtu.be/qw0SkhnHWWI,Livestream,8/23/2021,Livestream #027.0,,Active Inference: Applicability to Different Types of Social Organization Explained through Reference to Industrial Engineering and Quality Management
https://youtu.be/odkks5F9ZMM,GuestStream,8/20/2021,GuestStream #009.1,"Rafael Kaufmann,Pranav Gupta",Collective intelligence and active inference
https://youtu.be/uePR4DQv0yI,ModelStream,8/19/2021,ModelStream #004.1,"Dmitry Bagaev,Bert de Vries,Thijs W van de Laar",Implementing Active Inference by Message Passing in a Factor Graph
https://youtu.be/SH2v6joMD4k,Livestream,8/17/2021,Livestream #026.2,Lancelot Da Costa,Bayesian Mechanics for Stationary Processes
https://youtu.be/1rHz3Ir5v9c,Livestream,8/10/2021,Livestream #026.1,"Lancelot Da Costa,Conor Heins",Bayesian Mechanics for Stationary Processes
https://youtu.be/m8gUev5aVFs,GuestStream,8/9/2021,GuestStream #008.1,"Mark Miller,Ines Hipolito,Julian Kiverstein",Exploring the Predictive Dynamics of Happiness and Well-Being
https://youtu.be/eZlG_J7sPj4,Livestream,8/6/2021,Livestream #026.0,,Bayesian Mechanics for Stationary Processes
https://youtu.be/hGoZierAPbU,Roundtable,8/3/2021,Roundtable 2021.3,,2021 Quarterly Roundtable #3
https://youtu.be/XSYxOt8CRDI,Livestream,7/15/2021,Livestream #025.2,Michael Levin,The Computational Boundary of a “Self”: Developmental Bioelectricity Drives Multicellularity and Scale-Free Cognition
https://youtu.be/v0oJvbVuAF0,Livestream,7/6/2021,Livestream #025.1,,The Computational Boundary of a “Self”: Developmental Bioelectricity Drives Multicellularity and Scale-Free Cognition
https://youtu.be/4JfGs_m5QHo,Livestream,7/1/2021,Livestream #025.0,,The Computational Boundary of a “Self”: Developmental Bioelectricity Drives Multicellularity and Scale-Free Cognition
https://youtu.be/lqxl8w_JGek,Livestream,6/29/2021,Livestream #024.2,,An empirical evaluation of active inference in multi-armed bandits
https://youtu.be/a089q9RaI14,Livestream,6/22/2021,Livestream #024.1,,An empirical evaluation of active inference in multi-armed bandits
https://youtu.be/INRaCBikpso,Applied Active Inference Symposium,6/21/2021,Applied Active Inference Symposium — Karl Friston 2021,Karl J Friston,"1st Applied Active Inference Symposium, part 1 (.edu)"
https://youtu.be/INRaCBikpso,Applied Active Inference Symposium,6/21/2021,Applied Active Inference Symposium — Karl Friston 2021,Karl J Friston,"1st Applied Active Inference Symposium, part 2 (.comms)"
https://youtu.be/hW9IiOujS1E,Applied Active Inference Symposium,6/21/2021,Applied Active Inference Symposium — Karl Friston 2021,Karl J Friston,"1st Applied Active Inference Symposium, part 3 (.tools)"
https://youtu.be/Fx7xWUU1MlI,Livestream,6/16/2021,Livestream #024.0,,An empirical evaluation of active inference in multi-armed bandits
https://youtu.be/bjYUbKlfHUo,Livestream,6/15/2021,Livestream #023.2,,Embodied skillful performance: where the action is
https://youtu.be/bBE2w_BpuAw,MathStream,6/9/2021,MathStream #003.1,"Shanna Dobson,Robert Prentner,Adam Safron",Shanna Dobson et al.
https://youtu.be/PgzQrHSu1CU,Livestream,6/8/2021,Livestream #023.1,,Embodied skillful performance: where the action is
https://youtu.be/AUXWQzpr2x8,Roundtable,6/1/2021,Roundtable 2021.2,,2021 Quarterly Roundtable #2
https://youtu.be/YjTD_Ifw_qA,GuestStream,5/28/2021,GuestStream #007.1,"Miguel Aguilera,Christopher L. Buckley,Beren Millidge",How particular is the physics of the Free Energy Principle?
https://youtu.be/8JrGE02KzuY,Livestream,5/27/2021,Livestream #023.0,,Embodied skillful performance: where the action is
https://youtu.be/G-S-kq42evw,ModelStream,5/27/2021,ModelStream #003.1,"Ozan Catal ,Tim Verbelen",Learning Generative State Space Models for Active Inference
https://youtu.be/wiUDw6vk644,Livestream,5/25/2021,Livestream #022.2,,Psychophysical identity and free energy
https://youtu.be/v60cQUiu1NE,Livestream,5/18/2021,Livestream #022.1,Alex Kiefer,Psychophysical identity and free energy
https://youtu.be/bNB-7nQDdwM,Livestream,5/13/2021,Livestream #022.0,,Psychophysical identity and free energy
https://youtu.be/i5WwQ4WXGNo,Livestream,5/11/2021,Livestream #021.2,John Boik,"Science-Driven Societal Transformation, Part I: Worldview                                                 Science-Driven Societal Transformation, Part II: Motivation and Strategy                                                       Science-Driven Societal Transformation, Part III: Design"
https://youtu.be/lwVIUz7O0jg,GuestStream,5/10/2021,GuestStream #006.1,Anna Ciaunica,The First Prior: from Co-Embodiment to Co-Homeostasis in Early Life
https://youtu.be/RQb6wLWoYok,MathStream,5/6/2021,MathStream #002.1,Shanna Dobson,“Diamond Holographic Principle and D-Emergent Time”
https://youtu.be/mbEqoCV16q4,Livestream,5/4/2021,Livestream #021.1,John Boik,"Science-Driven Societal Transformation, Part I: Worldview                                                 Science-Driven Societal Transformation, Part II: Motivation and Strategy                                                       Science-Driven Societal Transformation, Part III: Design"
https://youtu.be/Sxst-xBTMvU,GuestStream,4/28/2021,GuestStream #005.1,Martin Biehl,A technical critique of some parts of the Free Energy Principle
https://youtu.be/PakWPvu07OM,Livestream,4/27/2021,Livestream #021.04,John Boik,"Science-Driven Societal Transformation, Part I: Worldview                                                 Science-Driven Societal Transformation, Part II: Motivation and Strategy                                                       Science-Driven Societal Transformation, Part III: Design"
https://youtu.be/q3qBepJf3vA,Livestream,4/27/2021,Livestream #020.2,,The Emperor’s New Markov Blankets [2020 version]
https://youtu.be/idO34jucRIw,Livestream,4/20/2021,Livestream #021.03,John Boik,"Science-Driven Societal Transformation, Part I: Worldview                                                 Science-Driven Societal Transformation, Part II: Motivation and Strategy                                                       Science-Driven Societal Transformation, Part III: Design"
https://youtu.be/szCSh8pVEa4,Livestream,4/20/2021,Livestream #020.1,,The Emperor’s New Markov Blankets [2020 version]
https://youtu.be/UDm0lriAIJw,ModelStream,4/16/2021,ModelStream #002.1,Noor Sajid,Active Inference: Demystified and Compared
https://youtu.be/1VTviUyntt8,Livestream,4/15/2021,Livestream #020.0,,The Emperor’s New Markov Blankets [2020 version]
https://youtu.be/qEkW4YsN5PY,GuestStream,4/14/2021,GuestStream #004.1,Elliot Murphy,Natural language syntax complies with the free energy principle
https://youtu.be/z_hArARMQ20,Livestream,4/13/2021,Livestream #019.2,,Deeply Felt Affect: The Emergence of Valence in Deep Active Inference
https://youtu.be/MlvyehPDQXg,Livestream,4/13/2021,Livestream #021.02,John Boik,"Science-Driven Societal Transformation, Part I: Worldview                                                 Science-Driven Societal Transformation, Part II: Motivation and Strategy                                                       Science-Driven Societal Transformation, Part III: Design"
https://youtu.be/YS2X_oW6NrM,GuestStream,4/7/2021,GuestStream #003.1,Sarah Hashkes,"Active Inference, VR, and Psychedelics"
https://youtu.be/SMQvRspIzpQ,Livestream,4/6/2021,Livestream #019.1,,Deeply Felt Affect: The Emergence of Valence in Deep Active Inference
https://www.youtube.com/watch?v=z9ZCjd2rqGY,Livestream,4/6/2021,Livestream #021.01,John Boik,"Science-Driven Societal Transformation, Part I: Worldview                                                 Science-Driven Societal Transformation, Part II: Motivation and Strategy                                                       Science-Driven Societal Transformation, Part III: Design"
https://youtu.be/1FbOzAJ8CRQ,Livestream,4/1/2021,Livestream #019.0,,Deeply Felt Affect: The Emergence of Valence in Deep Active Inference
https://youtu.be/Y8Y4f-SEcsI,Livestream,3/30/2021,Livestream #018.2,,The predictive global neuronal workspace: A formal active inference model of visual consciousness
https://youtu.be/1HKjMeEGLyY,MathStream,3/24/2021,MathStream #001.1,Shanna Dobson," ""Emergent Time and Chromatic Types"""
https://youtu.be/Y8Y4f-SEcsI,Livestream,3/23/2021,Livestream #018.1,,The predictive global neuronal workspace: A formal active inference model of visual consciousness
https://youtu.be/5oSqT8a6-dQ,GuestStream,3/18/2021,GuestStream #002.1,Dimitris Bolis,‘I interact therefore I am’ Human becoming in and through social interaction
https://youtu.be/1z1MHiHiYuM,Livestream,3/17/2021,Livestream #018.0,,The predictive global neuronal workspace: A formal active inference model of visual consciousness
https://youtu.be/zF-EUnA-di4,Livestream,3/16/2021,Livestream #017.2,,Information flow in context-dependent hierarchical Bayesian inference
https://youtu.be/ldg2An-tEIE,Livestream,3/9/2021,Livestream #017.1,,Information flow in context-dependent hierarchical Bayesian inference
https://youtu.be/o7sJ-5vFJGk,Livestream,3/3/2021,Livestream #017.0,,Information flow in context-dependent hierarchical Bayesian inference
https://youtu.be/jaw0QmAvAQU,Roundtable,3/2/2021,Roundtable 2021.1,,2021 Quarterly Roundtable #1
https://youtu.be/HZoZtiSwMvA,GuestStream,2/24/2021,GuestStream #001.1,Majid D Beni,A critical analysis of Markovian monism
https://youtu.be/93lAa-xEmHY,Livestream,2/23/2021,Livestream #016.2,,“The neural correlates of consciousness under the free energy principle: From computational correlates to computational explanation”
https://youtu.be/P6LiF4gTfUo,Livestream,2/16/2021,Livestream #016.1,,“The neural correlates of consciousness under the free energy principle: From computational correlates to computational explanation”
https://youtu.be/i13aBAWuJxk,Livestream,2/11/2021,Livestream #016.0,,“The neural correlates of consciousness under the free energy principle: From computational correlates to computational explanation”
https://youtu.be/iJp_Tm6Ej68,Livestream,2/9/2021,Livestream #015.2,,"“Free-Energy Principle, Computationalism and Realism: a Tragedy"""
https://youtu.be/QRGaGmT-VFM,ModelStream,2/5/2021,ModelStream #001.4,"Christopher Whyte,Ryan Smith",A step-by-step tutorial on active inference and its application to empirical data
https://youtu.be/5VPKmVoRvRY,Livestream,2/2/2021,Livestream #015.1,,"“Free-Energy Principle, Computationalism and Realism: a Tragedy"""
https://youtu.be/bDJbEofbvyk,ModelStream,1/29/2021,ModelStream #001.3,"Christopher Whyte,Ryan Smith",A step-by-step tutorial on active inference and its application to empirical data
https://youtu.be/6Z-6p1XPn8A,Livestream,1/27/2021,Livestream #015.0,,"“Free-Energy Principle, Computationalism and Realism: a Tragedy"""
https://youtu.be/4Mu8lDqzBog,Livestream,1/26/2021,Livestream #014.2,,“The Math is not the Territory: Navigating the Free Energy Principle”
https://youtu.be/bDJbEofbvyk,ModelStream,1/22/2021,ModelStream #001.2,"Christopher Whyte,Ryan Smith",A step-by-step tutorial on active inference and its application to empirical data
https://youtu.be/gQQyd8Hd3AA,Livestream,1/19/2021,Livestream #014.1,,“The Math is not the Territory: Navigating the Free Energy Principle”
https://www.youtube.com/watch?v=Uheml5XRCWk,Livestream,1/16/2021,Livestream #014.0,,“The Math is not the Territory: Navigating the Free Energy Principle”
https://youtu.be/H5AolqFl2Nw,ModelStream,1/15/2021,ModelStream #001.1,"Christopher Whyte,Ryan Smith",A step-by-step tutorial on active inference and its application to empirical data
https://youtu.be/PyyHd4P8dbs,Livestream,1/12/2021,Livestream #013.2,,Integrating Cybernetic Big Five Theory with the Free Energy Principle: A new strategy for modeling personalities as complex systems
https://youtu.be/QG2gOoX4XdA,Livestream,1/5/2021,Livestream #013.1,Adam Safron,Integrating Cybernetic Big Five Theory with the Free Energy Principle: A new strategy for modeling personalities as complex systems
https://youtu.be/8dPps0qLrp4,Livestream,1/3/2021,Livestream #013.0,,Integrating Cybernetic Big Five Theory with the Free Energy Principle: A new strategy for modeling personalities as complex systems
https://youtu.be/qGQljJRCB0g,Livestream,12/30/2020,Livestream #012.0,,2020 Review and 2021 Directions
https://youtu.be/gx9yAF607ko,Livestream,12/29/2020,Livestream #011.2,,Sophisticated Affective Inference: Simulating Anticipatory Affective Dynamics of Imagining Future Events
https://youtu.be/xCqavxpiw44,Livestream,12/22/2020,Livestream #011.1,,Sophisticated Affective Inference: Simulating Anticipatory Affective Dynamics of Imagining Future Events
https://youtu.be/HSu9sDa6-BQ,Livestream,12/16/2020,Livestream #011.0,,Sophisticated Affective Inference: Simulating Anticipatory Affective Dynamics of Imagining Future Events
https://youtu.be/IGKUS1W25rY,Livestream,12/15/2020,Livestream #010.2,,A variational approach to scripts
https://youtu.be/3Sg1sAlgQaM,Livestream,12/8/2020,Livestream #010.1,,A variational approach to scripts
https://youtu.be/5DB77oxbABo,Livestream,12/2/2020,Livestream #010.0,,A variational approach to scripts
https://youtu.be/XYRKlh2c-ps,Livestream,12/1/2020,Livestream #009.2,,The Projective Consciousness Model and Phenomenal Selfhood
https://youtu.be/pSWRTkmR8eg,Livestream,11/24/2020,Livestream #009.1,,The Projective Consciousness Model and Phenomenal Selfhood
https://youtu.be/XnOfWFnN2iI,Livestream,11/18/2020,Livestream #009.0,,The Projective Consciousness Model and Phenomenal Selfhood
https://youtu.be/gv8RuRiZTQA,Livestream,11/17/2020,Livestream #008.2,Alec Tschantz,Scaling active inference
https://youtu.be/kXw1CPRkJCw,Livestream,11/14/2020,Livestream #008.0,,Scaling active inference
https://youtu.be/zG0qP7un91k,Livestream,11/10/2020,Livestream #008.1,,Scaling active inference
https://youtu.be/qf4S9bK5VKQ,Livestream,11/3/2020,Livestream #007.2,Maxwell Ramstead,Variational ecology and the physics of sentient systems
https://youtu.be/72g62XJ-SpA,Livestream,10/27/2020 7:00 AM,Livestream #007.1,Maxwell J D Ramstead,Variational ecology and the physics of sentient systems
https://youtu.be/7cJ8dmO3qlY,Livestream,10/23/2020 7:00 AM,Livestream #007.0,,Variational ecology and the physics of sentient systems
https://youtu.be/y4tljwMAWho,Livestream,10/20/2020 7:00 AM,Livestream #006.2,Maxwell J D Ramstead,A tale of two densities: active inference is enactive inference
